is_filler,cross,q_idx,filler
1,305,sw4154B-ms98-a-0039,uh
1,244,sw4154B-ms98-a-0039,uh
1,249,sw4154B-ms98-a-0039,uh
1,273,sw4154B-ms98-a-0039,uh
1,197,sw4154B-ms98-a-0039,uh
0,-1,sw4155A-ms98-a-0082,qy
1,-1,sw4155A-ms98-a-0082,um
1,-1,sw4155A-ms98-a-0082,uh
1,-1,sw4155A-ms98-a-0082,uh
1,-1,sw4155A-ms98-a-0082,um
1,-1,sw4155A-ms98-a-0082,um
0,-1,sw4155A-ms98-a-0083,qy
1,-1,sw4155A-ms98-a-0083,um
1,-1,sw4155A-ms98-a-0083,uh
1,-1,sw4155A-ms98-a-0083,uh
1,-1,sw4155A-ms98-a-0083,um
1,-1,sw4155A-ms98-a-0083,um
0,-1,sw4155B-ms98-a-0026,qy
1,-1,sw4155B-ms98-a-0026,um
1,-1,sw4155B-ms98-a-0026,uh
1,-1,sw4155B-ms98-a-0026,uh
1,13,sw4155B-ms98-a-0026,um
1,-1,sw4155B-ms98-a-0026,um
1,13,sw4155B-ms98-a-0026,um
0,0,sw4155B-ms98-a-0049,qy
1,298,sw4155B-ms98-a-0049,um
1,0,sw4155B-ms98-a-0049,uh
1,1,sw4155B-ms98-a-0049,uh
1,0,sw4155B-ms98-a-0049,um
1,0,sw4155B-ms98-a-0049,um
1,1,sw4155B-ms98-a-0049,um
0,-1,sw4168A-ms98-a-0097,qy
1,-1,sw4168A-ms98-a-0097,uh
1,-1,sw4168A-ms98-a-0097,um
0,0,sw4168B-ms98-a-0065,qy
1,4,sw4168B-ms98-a-0065,uh
1,179,sw4168B-ms98-a-0065,uh
1,5,sw4168B-ms98-a-0065,uh
0,0,sw4175A-ms98-a-0065,qy
1,-1,sw4175A-ms98-a-0065,uh
1,-1,sw4175A-ms98-a-0065,uh
0,-1,sw4175B-ms98-a-0045,qy
1,-1,sw4175B-ms98-a-0045,uh
1,-1,sw4175B-ms98-a-0045,uh
0,0,sw4175B-ms98-a-0046,qy
1,-1,sw4175B-ms98-a-0046,uh
1,0,sw4175B-ms98-a-0046,uh
0,-1,sw4321A-ms98-a-0011,qy
1,-1,sw4321A-ms98-a-0011,um
0,-1,sw4321A-ms98-a-0012,qy
1,-1,sw4321A-ms98-a-0012,um
0,-1,sw4321A-ms98-a-0013,qy
1,-1,sw4321A-ms98-a-0013,um
0,4,sw4325A-ms98-a-0066,qy
1,337,sw4325A-ms98-a-0066,um
0,1,sw4325B-ms98-a-0067,qy
1,225,sw4325B-ms98-a-0067,um
1,217,sw4325B-ms98-a-0067,um
1,345,sw4325B-ms98-a-0067,um
1,0,sw4325B-ms98-a-0067,um
0,221,sw4325B-ms98-a-0069,qy
1,297,sw4325B-ms98-a-0069,um
1,259,sw4325B-ms98-a-0069,um
1,444,sw4325B-ms98-a-0069,um
1,0,sw4325B-ms98-a-0069,um
0,6,sw4325B-ms98-a-0073,qy
1,41,sw4325B-ms98-a-0073,um
1,60,sw4325B-ms98-a-0073,um
1,258,sw4325B-ms98-a-0073,um
1,8,sw4325B-ms98-a-0073,um
0,0,sw4379A-ms98-a-0026,qy
1,-1,sw4379A-ms98-a-0026,um
1,-1,sw4379A-ms98-a-0026,um
1,-1,sw4379A-ms98-a-0026,um
1,-1,sw4379A-ms98-a-0026,um
0,0,sw4605B-ms98-a-0049,qy
1,0,sw4605B-ms98-a-0049,uh
1,1,sw4605B-ms98-a-0049,uh
1,1,sw4605B-ms98-a-0049,uh
0,3,sw4679A-ms98-a-0004,qy
1,2,sw4679A-ms98-a-0004,uh
1,3,sw4679A-ms98-a-0004,uh
1,0,sw4679A-ms98-a-0004,uh
1,0,sw4679A-ms98-a-0004,um
1,512,sw4679A-ms98-a-0004,uh
1,507,sw4679A-ms98-a-0004,um
1,0,sw4679A-ms98-a-0004,uh
1,3,sw4679A-ms98-a-0004,um
1,3,sw4679A-ms98-a-0004,uh
1,-1,sw4679A-ms98-a-0004,um
1,0,sw4679A-ms98-a-0004,um
1,1,sw4679A-ms98-a-0004,uh
1,0,sw4679A-ms98-a-0004,um
1,0,sw4679A-ms98-a-0004,um
1,515,sw4679A-ms98-a-0004,um
0,1,sw4679B-ms98-a-0018,qy
1,-1,sw4679B-ms98-a-0018,uh
1,12,sw4679B-ms98-a-0018,uh
1,-1,sw4679B-ms98-a-0018,uh
1,5,sw4679B-ms98-a-0018,uh
0,-1,sw4688A-ms98-a-0065,qy
1,-1,sw4688A-ms98-a-0065,uh
1,-1,sw4688A-ms98-a-0065,uh
1,-1,sw4688A-ms98-a-0065,uh
1,-1,sw4688A-ms98-a-0065,uh
1,-1,sw4688A-ms98-a-0065,uh
1,-1,sw4688A-ms98-a-0065,uh
1,-1,sw4688A-ms98-a-0065,uh
1,-1,sw4688A-ms98-a-0065,um
1,-1,sw4688A-ms98-a-0065,um
1,-1,sw4688A-ms98-a-0065,uh
0,1,sw4698B-ms98-a-0019,qy
1,0,sw4698B-ms98-a-0019,uh
1,0,sw4698B-ms98-a-0019,uh
1,0,sw4698B-ms98-a-0019,um
1,0,sw4698B-ms98-a-0019,um
1,0,sw4698B-ms98-a-0019,uh
1,0,sw4698B-ms98-a-0019,um
0,8,sw4698B-ms98-a-0046,qy
1,-1,sw4698B-ms98-a-0046,uh
1,3,sw4698B-ms98-a-0046,uh
1,-1,sw4698B-ms98-a-0046,um
1,18,sw4698B-ms98-a-0046,um
1,-1,sw4698B-ms98-a-0046,uh
1,-1,sw4698B-ms98-a-0046,um
0,1,sw4720B-ms98-a-0009,qy
1,0,sw4720B-ms98-a-0009,uh
1,3,sw4720B-ms98-a-0009,uh
1,0,sw4720B-ms98-a-0009,uh
1,0,sw4720B-ms98-a-0009,uh
1,0,sw4720B-ms98-a-0009,uh
1,25,sw4720B-ms98-a-0009,uh
1,0,sw4720B-ms98-a-0009,uh
0,0,sw4736A-ms98-a-0010,qy
1,4,sw4736A-ms98-a-0010,uh
1,0,sw4736A-ms98-a-0010,uh
1,2,sw4736A-ms98-a-0010,uh
1,3,sw4736A-ms98-a-0010,uh
1,3,sw4736A-ms98-a-0010,uh
1,4,sw4736A-ms98-a-0010,uh
1,0,sw4736A-ms98-a-0010,uh
1,4,sw4736A-ms98-a-0010,uh
1,0,sw4736A-ms98-a-0010,um
1,0,sw4736A-ms98-a-0010,uh
1,1,sw4736A-ms98-a-0010,uh
1,2,sw4736A-ms98-a-0010,um
1,0,sw4736A-ms98-a-0010,uh
0,0,sw4829A-ms98-a-0044,qy
1,0,sw4829A-ms98-a-0044,um
1,1,sw4829A-ms98-a-0044,uh
1,3,sw4829A-ms98-a-0044,uh
1,0,sw4829A-ms98-a-0044,uh
1,-1,sw4829A-ms98-a-0044,um
1,0,sw4829A-ms98-a-0044,um
1,-1,sw4829A-ms98-a-0044,um
1,0,sw4829A-ms98-a-0044,uh
1,-1,sw4829A-ms98-a-0044,uh
0,0,sw4859B-ms98-a-0005,qy
1,3,sw4859B-ms98-a-0005,um
1,5,sw4859B-ms98-a-0005,um
1,-1,sw4859B-ms98-a-0005,um
